MUNICIPIO;NATUREZA DO FATO;ARMA UTILIZADA;SEXO;IDADE;DATA
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-11-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2015-11-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-11-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2015-11-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-11-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-11-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;;2015-11-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-11-14
IBICUITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2015-11-14
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-11-14
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-11-14
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;54;2015-11-14
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-11-14
RUSSAS;HOMICIDIO DOLOSO;ARMA BRANCA;M;50;2015-11-14
FORTALEZA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;43;2015-11-14
MARANGUAPE;HOMICIDIO DOLOSO;ARMA BRANCA;M;44;2015-11-14
CHOROZINHO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2015-11-14
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;22;2015-11-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;;2015-11-14
IGUATU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;19;2015-11-15
MADALENA;HOMICIDIO DOLOSO;ARMA BRANCA;M;20;2015-11-15
LIMOEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-11-15
GRANJA;HOMICIDIO DOLOSO;ARMA BRANCA;M;25;2015-11-15
SAO JOAO DO JAGUARIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-11-15
INDEPENDÊNCIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2015-11-15
GRANJA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2015-11-15
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-11-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;32;2015-11-15
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-15
CHAVAL;HOMICIDIO DOLOSO;ARMA BRANCA;M;25;2015-11-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-11-15
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;41;2015-11-16
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;OUTROS;M;16;2015-11-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-11-16
INDEPENDÊNCIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;29;2015-11-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2015-11-16
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;OUTROS;M;16;2015-11-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-11-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-11-16
AQUIRAZ;HOMICIDIO DOLOSO;ARMA BRANCA;M;21;2015-11-16
ITAPAJE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-11-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-11-16
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-11-16
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-16
ITAPIPOCA;HOMICIDIO DOLOSO;ARMA BRANCA;M;18;2015-11-16
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-16
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-11-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-17
BANABUIU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-11-17
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-11-17
SAO JOAO DO JAGUARIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-11-17
GUAIUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-11-17
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-11-17
CRUZ;HOMICIDIO DOLOSO;ARMA BRANCA;M;28;2015-11-17
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2015-11-17
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-11-17
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-17
NOVO ORIENTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;67;2015-11-18
EUSEBIO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-11-18
CAUCAIA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;;2015-11-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-18
REDENCAO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2015-11-18
TIANGUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;54;2015-11-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-19
CAMOCIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-11-19
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-11-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-11-19
ACOPIARA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;20;2015-11-19
CAMOCIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;50;2015-11-19
CASCAVEL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-20
CHOROZINHO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-11-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2015-11-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-11-20
JAGUARIBE;HOMICIDIO DOLOSO;ARMA BRANCA;M;18;2015-11-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2015-11-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-11-20
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-11-20
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-11-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2015-11-21
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-11-21
MOMBACA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-11-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-11-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-21
CAMPOS SALES;HOMICIDIO DOLOSO;ARMA DE FOGO;F;49;2015-11-21
PENTECOSTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-11-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-11-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-21
PARAMBU;HOMICIDIO DOLOSO;ARMA BRANCA;M;41;2015-11-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-11-22
GUAIUBA;HOMICIDIO DOLOSO;OUTROS;M;34;2015-11-22
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-11-22
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;;2015-11-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2015-11-22
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-11-22
PACOTI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-22
SOBRAL;HOMICIDIO DOLOSO;OUTROS;M;51;2015-11-22
QUITERIANOPOLIS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-11-22
CRATO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;52;2015-11-22
BELA CRUZ;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;33;2015-11-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-11-22
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-11-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-11-22
PACOTI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-22
COREAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-11-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-11-23
SOBRAL;HOMICIDIO DOLOSO;ARMA BRANCA;M;46;2015-11-23
ITAPIPOCA;HOMICIDIO DOLOSO;ARMA BRANCA;M;49;2015-11-23
ICO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-11-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;15;2015-11-23
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;58;2015-11-23
TABULEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;42;2015-11-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-23
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-11-24
ITAPIUNA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;50;2015-11-24
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-24
CHORO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2015-11-24
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;F;35;2015-11-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-11-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-24
ARARIPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-24
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-11-25
NOVA JAGUARIBARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-11-25
MARACANAU;HOMICIDIO DOLOSO;ARMA BRANCA;M;15;2015-11-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-11-25
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2015-11-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-11-25
LIMOEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-11-25
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-11-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-26
GUAIUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-11-26
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2015-11-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-26
NOVO ORIENTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-11-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-11-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;57;2015-11-26
EUSEBIO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-26
LAVRAS DA MANGABEIRA;HOMICIDIO DOLOSO;ARMA BRANCA;F;47;2015-11-26
IGUATU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-26
SAO BENEDITO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-11-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-11-27
FORTALEZA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;45;2015-11-27
SABOEIRO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;41;2015-11-27
JAGUARIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-11-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;40;2015-11-27
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2015-11-27
CHORO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2015-11-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-11-27
ICO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2015-11-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-11-27
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-11-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2015-11-27
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;22;2015-11-28
ITAPAJE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-11-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-28
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;OUTROS;M;57;2015-11-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-11-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-28
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-11-28
URUBURETAMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-11-28
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-28
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-11-28
CAMPOS SALES;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2015-11-29
UBAJARA;HOMICIDIO DOLOSO;ARMA BRANCA;M;26;2015-11-29
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-11-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;52;2015-11-29
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;52;2015-11-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-11-29
CAMPOS SALES;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-11-29
CRATEUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2015-11-29
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-11-29
ACARAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-11-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-11-29
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2015-11-29
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2015-11-29
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-11-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-11-29
VARJOTA;HOMICIDIO DOLOSO;OUTROS;F;23;2015-11-29
TAUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-11-30
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2015-11-30
FORTIM;HOMICIDIO DOLOSO;OUTROS;M;35;2015-11-30
AQUIRAZ;HOMICIDIO DOLOSO;ARMA BRANCA;F;25;2015-11-10
CAUCAIA;HOMICIDIO DOLOSO;OUTROS;M;;2015-11-28
GUARAMIRANGA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA BRANCA;M;28;2015-07-01
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-07-01
VARZEA ALEGRE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2015-07-01
FORTIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-07-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-07-01
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;34;2015-07-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-07-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2015-07-01
ALTO SANTO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-07-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-07-01
AMONTADA;HOMICIDIO DOLOSO;OUTROS;M;;2015-07-02
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2015-07-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-07-02
TAUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2015-07-02
JARDIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-07-02
IRACEMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2015-07-02
CAPISTRANO;HOMICIDIO DOLOSO;OUTROS;F;17;2015-07-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-07-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-07-03
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;I;43;2015-07-03
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-07-03
CRATO;HOMICIDIO DOLOSO;ARMA BRANCA;M;55;2015-07-03
MAURITI;HOMICIDIO DOLOSO;ARMA BRANCA;M;33;2015-07-03
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2015-07-03
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2015-07-03
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-07-03
CRATO;HOMICIDIO DOLOSO;ARMA BRANCA;M;;2015-07-03
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2015-07-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;41;2015-07-04
ACOPIARA;HOMICIDIO DOLOSO;ARMA BRANCA;F;47;2015-07-04
ARACATI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-07-04
PINDORETAMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-07-04
OCARA;HOMICIDIO DOLOSO;OUTROS;M;38;2015-07-04
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-07-04
IGUATU;HOMICIDIO DOLOSO;ARMA BRANCA;M;27;2015-07-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-07-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-07-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-07-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-07-05
UBAJARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-07-05
ACARAPE;HOMICIDIO DOLOSO;OUTROS;M;33;2015-07-05
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-07-05
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-07-05
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;I;33;2015-07-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-07-05
ICO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;14;2015-07-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;19;2015-07-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2015-07-05
LAVRAS DA MANGABEIRA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-07-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-07-06
MASSAPÊ;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;68;2015-07-06
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;F;33;2015-07-06
EUSEBIO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-07-06
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-07-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2015-07-07
BREJO SANTO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2015-07-07
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-07-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;48;2015-07-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-07-07
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-07-08
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2015-07-08
SOBRAL;HOMICIDIO DOLOSO;OUTROS;M;46;2015-07-08
CRATO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2015-07-08
UMARI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-07-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;58;2015-07-08
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-07-08
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-07-08
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-07-09
PIQUET CARNEIRO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2015-07-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-07-09
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;52;2015-07-09
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-07-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-07-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-07-09
SOBRAL;HOMICIDIO DOLOSO;ARMA BRANCA;M;25;2015-07-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;17;2015-07-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;12;2015-07-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2015-07-10
GENERAL SAMPAIO;HOMICIDIO DOLOSO;OUTROS;M;;2015-07-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2015-07-10
CRATEUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2015-07-10
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-07-10
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2015-07-10
AQUIRAZ;HOMICIDIO DOLOSO;ARMA BRANCA;M;24;2015-07-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-07-10
AMONTADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;67;2015-07-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-07-10
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-07-11
TRAIRI;HOMICIDIO DOLOSO;ARMA BRANCA;M;38;2015-07-11
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-07-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-07-11
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-07-11
CRATO;LESAO CORPORAL SEGUIDA DE MORTE;OUTROS;M;51;2015-07-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;52;2015-07-11
CAMPOS SALES;HOMICIDIO DOLOSO;ARMA BRANCA;M;35;2015-07-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2015-07-11
TRAIRI;HOMICIDIO DOLOSO;OUTROS;F;;2015-07-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-07-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;I;32;2015-07-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-07-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-07-12
QUIXADA;HOMICIDIO DOLOSO;ARMA BRANCA;M;54;2015-07-12
SAO BENEDITO;HOMICIDIO DOLOSO;ARMA BRANCA;M;30;2015-07-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-07-12
ITAPIPOCA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-07-12
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2015-07-12
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-07-12
CAUCAIA;HOMICIDIO DOLOSO;OUTROS;M;23;2015-07-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-07-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;47;2015-07-12
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-07-12
UBAJARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-07-13
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-07-13
MASSAPÊ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-07-13
CARNAUBAL;HOMICIDIO DOLOSO;OUTROS;M;17;2015-07-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-07-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-07-13
